QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	Fold
A2A_LIGANDS_725	8.11	8.553	6.0
A2A_LIGANDS_638	5.87	5.893	6.0
A2A_LIGANDS_106	7.28	7.282	6.0
A2A_LIGANDS_1144	5.96	6.572	6.0
A2A_LIGANDS_2296	5.31	6.59	6.0
A2A_LIGANDS_2841	7.16	6.796	6.0
A2A_LIGANDS_1428	5.71	5.982	6.0
A2A_LIGANDS_280	7.49	8.332	6.0
A2A_LIGANDS_1994	7.52	6.572	6.0
A2A_LIGANDS_3126	6.84	6.78	6.0
A2A_LIGANDS_2158	6.96	6.653	6.0
A2A_LIGANDS_204	6.73	6.751	6.0
A2A_LIGANDS_137	7.6	7.232	6.0
A2A_LIGANDS_3144	8.4	7.482	6.0
A2A_LIGANDS_2906	6.12	6.846	6.0
A2A_LIGANDS_4055	8.14	7.542	6.0
A2A_LIGANDS_2150	7.41	7.258	6.0
A2A_LIGANDS_3724	6.09	6.265	6.0
A2A_LIGANDS_2142	7.313	7.336	6.0
A2A_LIGANDS_475	8.96	7.588	6.0
A2A_LIGANDS_2152	8.5	9.624	6.0
A2A_LIGANDS_3693	5.657	5.392	6.0
A2A_LIGANDS_62	8.2	7.146	6.0
A2A_LIGANDS_4063	5.75	6.13	6.0
A2A_LIGANDS_2193	7.02	8.436	6.0
A2A_LIGANDS_1824	5.96	6.84	6.0
A2A_LIGANDS_1581	6.88	6.714	6.0
A2A_LIGANDS_924	7.5	7.64	6.0
A2A_LIGANDS_2549	7.13	6.748	6.0
A2A_LIGANDS_372	7.82	7.104	6.0
A2A_LIGANDS_2783	7.13	6.768	6.0
A2A_LIGANDS_2094	6.76	6.982	6.0
A2A_LIGANDS_1699	8.18	7.5	6.0
A2A_LIGANDS_3755	6.46	6.122	6.0
A2A_LIGANDS_1958	6.96	6.774	6.0
A2A_LIGANDS_1384	9.38	9.072	6.0
A2A_LIGANDS_1683	5.8	6.426	6.0
A2A_LIGANDS_3494	7.42	7.362	6.0
A2A_LIGANDS_172	6.76	7.472	6.0
A2A_LIGANDS_1519	4.26	4.622	6.0
A2A_LIGANDS_3804	8.14	7.96	6.0
A2A_LIGANDS_732	7.36	8.574	6.0
A2A_LIGANDS_2445	8.03	8.034	6.0
A2A_LIGANDS_3863	9.4	9.344	6.0
A2A_LIGANDS_264	7.62	7.618	6.0
A2A_LIGANDS_3520	6.54	7.207	6.0
A2A_LIGANDS_3956	5.53	5.68	6.0
A2A_LIGANDS_3424	8.24	9.438	6.0
A2A_LIGANDS_2143	9.05	8.742	6.0
A2A_LIGANDS_1892	6.52	5.97	6.0
A2A_LIGANDS_417	7.4	7.246	6.0
A2A_LIGANDS_3373	8.14	6.412	6.0
A2A_LIGANDS_1191	5.63	5.436	6.0
A2A_LIGANDS_3905	7.34	6.516	6.0
A2A_LIGANDS_2737	8.7	8.326	6.0
A2A_LIGANDS_1781	6.64	6.956	6.0
A2A_LIGANDS_2479	6.85	7.126	6.0
A2A_LIGANDS_3864	4.59	4.44	6.0
A2A_LIGANDS_3343	6.2	6.36	6.0
A2A_LIGANDS_3584	5.29	5.794	6.0
A2A_LIGANDS_3421	6.24	6.63	6.0
A2A_LIGANDS_3051	6.73	6.916	6.0
A2A_LIGANDS_3124	6.16	5.578	6.0
A2A_LIGANDS_3413	6.4	6.092	6.0
A2A_LIGANDS_2617	7.92	8.282	6.0
A2A_LIGANDS_1166	7.39	7.504	6.0
A2A_LIGANDS_399	7.4	7.283	6.0
A2A_LIGANDS_1705	6.39	6.82	6.0
A2A_LIGANDS_3110	6.67	7.14	6.0
A2A_LIGANDS_3247	6.65	7.174	6.0
A2A_LIGANDS_1758	6.71	7.096	6.0
A2A_LIGANDS_127	7.842	7.672	6.0
A2A_LIGANDS_180	5.67	5.744	6.0
A2A_LIGANDS_1060	6.68	6.694	6.0
A2A_LIGANDS_658	8.4	7.71	6.0
A2A_LIGANDS_2797	7.51	6.766	6.0
A2A_LIGANDS_98	7.4	8.719	6.0
A2A_LIGANDS_253	6.51	5.792	6.0
A2A_LIGANDS_1696	8.4	8.433	6.0
A2A_LIGANDS_3191	7.78	6.814	6.0
A2A_LIGANDS_2101	5.28	5.312	6.0
A2A_LIGANDS_2199	6.86	7.152	6.0
A2A_LIGANDS_1682	6.19	5.908	6.0
A2A_LIGANDS_1327	7.34	7.534	6.0
A2A_LIGANDS_1734	5.26	6.956	6.0
A2A_LIGANDS_3219	5.45	6.526	6.0
A2A_LIGANDS_3272	5.42	6.696	6.0
A2A_LIGANDS_1636	5.76	7.08	6.0
A2A_LIGANDS_3457	5.15	6.014	6.0
A2A_LIGANDS_1853	7.7	7.02	6.0
A2A_LIGANDS_3939	5.15	5.898	6.0
A2A_LIGANDS_663	7.25	7.154	6.0
A2A_LIGANDS_1257	6.46	6.698	6.0
A2A_LIGANDS_648	7.77	7.196	6.0
A2A_LIGANDS_1768	6.78	7.098	6.0
A2A_LIGANDS_1529	5.68	6.153	6.0
A2A_LIGANDS_1354	8.07	8.202	6.0
A2A_LIGANDS_1643	6.66	7.148	6.0
A2A_LIGANDS_1183	7.24	7.368	6.0
A2A_LIGANDS_1059	7.745	7.573	6.0
A2A_LIGANDS_2796	7.44	7.194	6.0
A2A_LIGANDS_1020	7.66	7.639	6.0
A2A_LIGANDS_863	5.64	5.448	6.0
A2A_LIGANDS_3646	6.49	6.308	6.0
A2A_LIGANDS_804	5.83	6.55	6.0
A2A_LIGANDS_1698	5.41	5.586	6.0
A2A_LIGANDS_2568	5.31	6.656	6.0
A2A_LIGANDS_3928	7.56	8.112	6.0
A2A_LIGANDS_492	5.87	6.226	6.0
A2A_LIGANDS_379	7.96	6.898	6.0
A2A_LIGANDS_3773	6.25	7.94	6.0
A2A_LIGANDS_1981	5.6	5.72	6.0
A2A_LIGANDS_34	5.39	5.77	6.0
A2A_LIGANDS_3890	6.35	6.553	6.0
A2A_LIGANDS_3638	6.77	6.203	6.0
A2A_LIGANDS_1899	5.75	5.877	6.0
A2A_LIGANDS_3547	6.83	6.967	6.0
A2A_LIGANDS_747	7.852	6.832	6.0
A2A_LIGANDS_2300	8.4	8.1	6.0
A2A_LIGANDS_1184	7.85	7.55	6.0
A2A_LIGANDS_3444	6.92	6.736	6.0
A2A_LIGANDS_1482	7.45	7.72	6.0
A2A_LIGANDS_1315	5.5	5.718	7.0
A2A_LIGANDS_88	7.66	8.314	7.0
A2A_LIGANDS_4018	6.6	6.824	7.0
A2A_LIGANDS_1108	6.45	5.742	7.0
A2A_LIGANDS_1413	7.04	7.282	7.0
A2A_LIGANDS_3053	8.19	8.362	7.0
A2A_LIGANDS_4027	7.33	6.952	7.0
A2A_LIGANDS_557	8.495	8.222	7.0
A2A_LIGANDS_218	5.69	5.084	7.0
A2A_LIGANDS_964	6.45	5.436	7.0
A2A_LIGANDS_3892	6.88	6.98	7.0
A2A_LIGANDS_1501	7.54	7.666	7.0
A2A_LIGANDS_2889	8.03	8.257	7.0
A2A_LIGANDS_2650	8.12	7.846	7.0
A2A_LIGANDS_3473	6.92	8.218	7.0
A2A_LIGANDS_805	5.43	5.41	7.0
A2A_LIGANDS_1909	7.35	7.654	7.0
A2A_LIGANDS_1345	6.71	5.998	7.0
A2A_LIGANDS_2320	6.38	6.512	7.0
A2A_LIGANDS_4061	8.8	8.162	7.0
A2A_LIGANDS_1123	5.96	5.782	7.0
A2A_LIGANDS_1361	6.92	6.66	7.0
A2A_LIGANDS_2658	4.6	5.938	7.0
A2A_LIGANDS_1513	8.45	9.56	7.0
A2A_LIGANDS_4037	8.04	7.709	7.0
A2A_LIGANDS_3305	6.76	7.386	7.0
A2A_LIGANDS_2098	7.5	7.575	7.0
A2A_LIGANDS_1106	9.0	8.787	7.0
A2A_LIGANDS_3418	8.43	9.01	7.0
A2A_LIGANDS_2028	9.0	8.508	7.0
A2A_LIGANDS_7	5.62	5.934	7.0
A2A_LIGANDS_2130	6.64	6.518	7.0
A2A_LIGANDS_2836	6.18	6.616	7.0
A2A_LIGANDS_3130	7.46	7.168	7.0
A2A_LIGANDS_2749	5.25	5.196	7.0
A2A_LIGANDS_3700	6.78	6.368	7.0
A2A_LIGANDS_883	6.22	5.962	7.0
A2A_LIGANDS_31	7.75	7.45	7.0
A2A_LIGANDS_1961	5.02	4.997	7.0
A2A_LIGANDS_528	7.05	7.14	7.0
A2A_LIGANDS_1897	7.43	7.116	7.0
A2A_LIGANDS_2646	8.33	7.798	7.0
A2A_LIGANDS_3593	6.85	6.766	7.0
A2A_LIGANDS_2855	7.92	6.718	7.0
A2A_LIGANDS_3317	4.58	4.476	7.0
A2A_LIGANDS_2416	7.93	7.942	7.0
A2A_LIGANDS_2350	5.21	6.064	7.0
A2A_LIGANDS_3687	5.13	5.556	7.0
A2A_LIGANDS_2029	9.0	8.943	7.0
A2A_LIGANDS_3277	6.26	6.13	7.0
A2A_LIGANDS_1784	7.77	7.576	7.0
A2A_LIGANDS_1616	6.4	6.37	7.0
A2A_LIGANDS_2426	5.87	6.396	7.0
A2A_LIGANDS_3024	6.51	7.105	7.0
A2A_LIGANDS_3481	6.2	6.902	7.0
A2A_LIGANDS_3479	7.14	8.328	7.0
A2A_LIGANDS_2891	8.85	7.918	7.0
A2A_LIGANDS_313	7.82	7.958	7.0
A2A_LIGANDS_233	6.77	6.602	7.0
A2A_LIGANDS_3407	5.5	5.96	7.0
A2A_LIGANDS_1134	6.08	5.622	7.0
A2A_LIGANDS_2519	9.477	7.673	7.0
A2A_LIGANDS_3387	6.955	6.853	7.0
A2A_LIGANDS_1067	6.5	6.052	7.0
A2A_LIGANDS_1350	7.27	7.08	7.0
A2A_LIGANDS_2103	5.45	6.112	7.0
A2A_LIGANDS_3738	7.346	6.965	7.0
A2A_LIGANDS_1745	7.42	7.426	7.0
A2A_LIGANDS_1684	8.6	8.283	7.0
A2A_LIGANDS_1610	8.25	7.865	7.0
A2A_LIGANDS_1509	6.1	6.75	7.0
A2A_LIGANDS_1360	6.03	5.814	7.0
A2A_LIGANDS_365	9.15	8.844	7.0
A2A_LIGANDS_801	6.28	6.498	7.0
A2A_LIGANDS_3013	6.4	6.884	7.0
A2A_LIGANDS_2009	5.88	8.508	7.0
A2A_LIGANDS_3739	7.95	6.674	7.0
A2A_LIGANDS_2206	6.22	6.439	7.0
A2A_LIGANDS_1446	7.48	6.998	7.0
A2A_LIGANDS_3589	8.59	7.766	7.0
A2A_LIGANDS_518	8.075	7.646	7.0
A2A_LIGANDS_2801	8.7	8.262	7.0
A2A_LIGANDS_123	6.96	7.518	7.0
A2A_LIGANDS_3333	6.75	7.1	7.0
A2A_LIGANDS_3252	5.51	5.074	7.0
A2A_LIGANDS_4071	6.17	6.42	7.0
A2A_LIGANDS_3091	7.17	7.004	7.0
A2A_LIGANDS_1196	7.58	8.414	7.0
A2A_LIGANDS_1102	6.64	6.78	7.0
A2A_LIGANDS_2726	6.24	6.282	7.0
A2A_LIGANDS_1563	5.8	6.852	7.0
A2A_LIGANDS_1846	7.65	7.446	7.0
A2A_LIGANDS_3225	7.11	7.604	7.0
A2A_LIGANDS_2272	5.17	5.724	7.0
A2A_LIGANDS_677	6.71	6.564	7.0
A2A_LIGANDS_1601	7.09	6.836	7.0
A2A_LIGANDS_3837	8.985	9.054	7.0
A2A_LIGANDS_1741	6.72	7.748	7.0
A2A_LIGANDS_613	5.9	5.998	7.0
A2A_LIGANDS_2480	6.33	6.965	7.0
A2A_LIGANDS_2118	6.57	5.594	7.0
A2A_LIGANDS_2685	6.68	6.814	7.0
A2A_LIGANDS_1397	6.37	6.498	7.0
A2A_LIGANDS_4001	4.19	4.618	7.0
A2A_LIGANDS_2372	4.45	4.576	7.0
A2A_LIGANDS_3081	4.41	5.882	7.0
A2A_LIGANDS_3480	8.595	8.331	7.0
A2A_LIGANDS_2821	6.85	6.133	7.0
A2A_LIGANDS_2985	6.65	6.804	7.0
A2A_LIGANDS_786	6.51	6.648	7.0
A2A_LIGANDS_714	6.05	6.304	7.0
A2A_LIGANDS_3886	7.3	6.958	7.0
A2A_LIGANDS_3245	5.44	7.116	7.0
A2A_LIGANDS_618	5.27	6.414	7.0
A2A_LIGANDS_4044	8.7	8.739	7.0
A2A_LIGANDS_2644	6.2	6.237	7.0
A2A_LIGANDS_2596	7.23	7.068	7.0
A2A_LIGANDS_1000	6.42	6.694	7.0
A2A_LIGANDS_3941	7.03	6.422	7.0
A2A_LIGANDS_2451	6.13	6.864	7.0
A2A_LIGANDS_2576	8.13	7.916	7.0
A2A_LIGANDS_1904	6.62	6.304	7.0
A2A_LIGANDS_85	5.85	6.517	7.0
A2A_LIGANDS_128	6.12	6.93	7.0
A2A_LIGANDS_1364	5.75	5.756	7.0
A2A_LIGANDS_891	6.88	7.003	7.0
A2A_LIGANDS_1905	7.7	7.538	7.0
A2A_LIGANDS_1706	6.42	6.324	7.0
A2A_LIGANDS_1993	7.04	7.824	7.0
A2A_LIGANDS_3663	5.74	6.044	7.0
A2A_LIGANDS_1472	8.78	7.181	7.0
A2A_LIGANDS_2877	5.11	5.95	7.0
A2A_LIGANDS_3754	8.03	6.638	7.0
A2A_LIGANDS_2140	7.5	7.598	7.0
A2A_LIGANDS_529	6.48	6.948	7.0
A2A_LIGANDS_185	7.48	7.766	7.0
A2A_LIGANDS_3997	8.06	7.892	7.0
A2A_LIGANDS_694	9.7	7.114	7.0
A2A_LIGANDS_3688	8.09	7.672	7.0
A2A_LIGANDS_2282	6.28	5.968	7.0
A2A_LIGANDS_207	7.73	7.272	7.0
A2A_LIGANDS_2457	9.82	9.33	7.0
A2A_LIGANDS_2276	6.8	7.012	7.0
A2A_LIGANDS_427	6.38	6.776	7.0
A2A_LIGANDS_3076	8.28	7.318	7.0
A2A_LIGANDS_1109	7.38	6.848	7.0
A2A_LIGANDS_2405	6.26	5.9	7.0
A2A_LIGANDS_583	7.11	6.9	7.0
A2A_LIGANDS_2688	9.02	8.182	7.0
A2A_LIGANDS_3229	9.4	8.234	7.0
A2A_LIGANDS_2715	7.65	7.557	7.0
A2A_LIGANDS_2704	7.9	8.05	7.0
A2A_LIGANDS_4002	5.19	6.702	7.0
A2A_LIGANDS_3378	6.3	6.864	7.0
A2A_LIGANDS_3052	6.54	7.854	7.0
A2A_LIGANDS_3621	4.8	5.668	7.0
A2A_LIGANDS_3364	8.14	8.032	7.0
A2A_LIGANDS_3597	8.27	7.692	7.0
A2A_LIGANDS_1274	7.17	6.702	7.0
A2A_LIGANDS_1486	6.24	6.864	7.0
A2A_LIGANDS_2668	6.2	6.608	7.0
A2A_LIGANDS_1776	8.4	7.598	7.0
A2A_LIGANDS_1913	6.2	7.618	7.0
A2A_LIGANDS_2882	5.34	6.0	7.0
A2A_LIGANDS_2234	7.3	7.12	7.0
A2A_LIGANDS_963	5.54	6.59	7.0
A2A_LIGANDS_2050	6.0	6.662	7.0
A2A_LIGANDS_339	6.35	6.622	7.0
A2A_LIGANDS_3828	5.53	6.408	7.0
A2A_LIGANDS_2555	6.68	6.572	7.0
A2A_LIGANDS_3952	7.4	7.278	7.0
A2A_LIGANDS_3808	7.91	7.134	7.0
A2A_LIGANDS_1521	7.05	7.508	7.0
A2A_LIGANDS_3123	7.67	7.964	7.0
A2A_LIGANDS_101	5.92	5.782	7.0
A2A_LIGANDS_481	6.61	6.759	7.0
A2A_LIGANDS_167	6.25	5.816	7.0
A2A_LIGANDS_2917	8.15	7.816	7.0
A2A_LIGANDS_1700	5.79	7.564	7.0
A2A_LIGANDS_3821	6.8	6.92	7.0
A2A_LIGANDS_3372	6.66	6.868	7.0
A2A_LIGANDS_1790	7.37	6.892	7.0
A2A_LIGANDS_3128	6.45	6.602	7.0
A2A_LIGANDS_2134	7.5	7.505	7.0
A2A_LIGANDS_1701	7.23	6.85	7.0
A2A_LIGANDS_987	7.01	6.64	7.0
A2A_LIGANDS_3198	6.96	7.068	7.0
A2A_LIGANDS_2637	6.39	7.424	7.0
A2A_LIGANDS_326	6.78	7.384	7.0
A2A_LIGANDS_3262	6.92	7.728	7.0
A2A_LIGANDS_3412	7.12	7.838	7.0
A2A_LIGANDS_1990	9.15	8.862	7.0
A2A_LIGANDS_938	5.73	5.522	7.0
A2A_LIGANDS_3760	7.32	6.852	7.0
A2A_LIGANDS_2708	7.26	6.71	7.0
A2A_LIGANDS_1347	8.3	7.931	7.0
A2A_LIGANDS_3807	6.71	6.534	7.0
A2A_LIGANDS_2443	5.62	5.25	7.0
A2A_LIGANDS_362	9.1	8.492	7.0
A2A_LIGANDS_345	6.16	6.192	7.0
A2A_LIGANDS_1932	6.39	6.332	7.0
A2A_LIGANDS_2243	6.83	6.575	7.0
A2A_LIGANDS_1277	8.05	7.364	7.0
A2A_LIGANDS_3608	7.31	6.457	7.0
A2A_LIGANDS_2992	8.28	7.536	7.0
A2A_LIGANDS_2626	7.05	7.424	7.0
A2A_LIGANDS_1997	4.34	5.396	7.0
A2A_LIGANDS_3451	5.74	6.696	7.0
A2A_LIGANDS_3746	5.51	6.174	7.0
A2A_LIGANDS_1851	6.55	7.044	7.0
A2A_LIGANDS_2932	6.0	6.26	7.0
A2A_LIGANDS_333	7.09	8.018	7.0
A2A_LIGANDS_4009	8.74	8.848	7.0
A2A_LIGANDS_1342	7.37	6.627	7.0
A2A_LIGANDS_3844	7.51	6.896	7.0
A2A_LIGANDS_260	5.88	5.546	7.0
A2A_LIGANDS_653	6.4	6.174	7.0
A2A_LIGANDS_558	8.01	7.73	7.0
A2A_LIGANDS_3278	6.7	6.724	7.0
A2A_LIGANDS_2621	9.0	8.252	7.0
A2A_LIGANDS_645	8.39	7.964	7.0
A2A_LIGANDS_467	8.22	7.754	7.0
A2A_LIGANDS_1526	5.98	7.996	7.0
A2A_LIGANDS_4051	7.0	8.189	7.0
A2A_LIGANDS_3452	6.82	7.172	7.0
A2A_LIGANDS_1761	7.68	7.03	7.0
A2A_LIGANDS_3535	5.59	5.695	7.0
A2A_LIGANDS_3127	7.64	7.666	7.0
A2A_LIGANDS_2275	7.16	6.56	7.0
A2A_LIGANDS_66	5.99	6.816	7.0
A2A_LIGANDS_2072	10.35	9.746	7.0
A2A_LIGANDS_1254	5.51	7.628	7.0
A2A_LIGANDS_1654	5.41	7.194	7.0
A2A_LIGANDS_3658	9.22	9.144	7.0
A2A_LIGANDS_2746	4.93	5.108	7.0
A2A_LIGANDS_525	5.85	5.689	7.0
A2A_LIGANDS_2766	6.64	6.498	7.0
A2A_LIGANDS_3541	6.28	6.056	7.0
A2A_LIGANDS_336	7.58	7.328	7.0
A2A_LIGANDS_523	6.24	6.74	7.0
A2A_LIGANDS_2280	6.15	7.424	7.0
A2A_LIGANDS_3733	4.98	4.896	7.0
A2A_LIGANDS_2947	6.62	6.95	7.0
A2A_LIGANDS_2482	7.44	7.708	7.0
A2A_LIGANDS_1329	5.88	6.372	7.0
A2A_LIGANDS_2122	8.03	7.844	7.0
A2A_LIGANDS_3037	6.21	6.713	7.0
A2A_LIGANDS_249	9.1	9.234	7.0
A2A_LIGANDS_9	6.47	6.102	7.0
A2A_LIGANDS_708	8.27	7.736	7.0
A2A_LIGANDS_357	7.7	6.944	7.0
A2A_LIGANDS_1172	8.08	7.642	7.0
A2A_LIGANDS_3469	8.8	8.944	7.0
A2A_LIGANDS_1324	7.0	6.408	7.0
A2A_LIGANDS_1680	5.47	6.176	7.0
A2A_LIGANDS_499	6.2	6.234	7.0
A2A_LIGANDS_2993	6.1	5.968	7.0
A2A_LIGANDS_1416	5.62	5.422	7.0
A2A_LIGANDS_3145	9.33	9.204	7.0
A2A_LIGANDS_2705	6.52	6.606	7.0
A2A_LIGANDS_3771	6.98	6.182	7.0
A2A_LIGANDS_1209	7.42	8.036	7.0
A2A_LIGANDS_1065	7.1	6.34	7.0
A2A_LIGANDS_3615	6.52	7.636	7.0
A2A_LIGANDS_2502	8.8	9.19	7.0
A2A_LIGANDS_395	8.3	7.998	7.0
A2A_LIGANDS_3453	7.02	7.018	7.0
A2A_LIGANDS_3090	7.6	6.372	7.0
A2A_LIGANDS_2326	5.64	6.224	7.0
A2A_LIGANDS_2239	6.39	6.938	7.0
A2A_LIGANDS_2546	6.94	7.508	7.0
A2A_LIGANDS_1066	6.32	6.696	7.0
A2A_LIGANDS_2738	6.58	6.514	7.0
A2A_LIGANDS_1687	6.28	6.746	7.0
A2A_LIGANDS_851	8.2	7.853	7.0
A2A_LIGANDS_2839	7.29	7.35	7.0
A2A_LIGANDS_1635	5.75	6.93	7.0
A2A_LIGANDS_2265	6.68	6.27	7.0
A2A_LIGANDS_957	6.01	5.482	7.0
A2A_LIGANDS_633	8.52	8.204	7.0
A2A_LIGANDS_3506	6.71	7.632	7.0
A2A_LIGANDS_3709	6.48	6.484	7.0
A2A_LIGANDS_2870	8.26	7.186	7.0
A2A_LIGANDS_46	4.67	5.806	7.0
A2A_LIGANDS_2311	5.89	7.068	7.0
A2A_LIGANDS_1148	8.64	8.484	7.0
A2A_LIGANDS_2518	5.71	5.529	7.0
A2A_LIGANDS_1890	6.52	7.21	7.0
A2A_LIGANDS_3175	5.3	6.556	7.0
A2A_LIGANDS_4046	7.745	6.673	7.0
A2A_LIGANDS_1139	7.22	7.507	7.0
A2A_LIGANDS_3067	6.34	6.37	7.0
A2A_LIGANDS_3348	6.74	6.192	7.0
A2A_LIGANDS_2074	6.52	6.208	7.0
A2A_LIGANDS_1799	6.6	7.019	7.0
A2A_LIGANDS_2485	7.87	7.954	7.0
A2A_LIGANDS_4049	8.59	8.238	7.0
A2A_LIGANDS_639	6.75	6.774	7.0
A2A_LIGANDS_3776	8.51	8.256	7.0
A2A_LIGANDS_1218	5.19	5.588	7.0
A2A_LIGANDS_1527	5.76	5.566	7.0
A2A_LIGANDS_3896	5.74	6.142	7.0
A2A_LIGANDS_1704	7.26	7.066	7.0
A2A_LIGANDS_2869	4.8	4.878	7.0
A2A_LIGANDS_1648	7.54	7.688	7.0
A2A_LIGANDS_2393	5.42	6.168	7.0
A2A_LIGANDS_1969	7.77	8.268	7.0
A2A_LIGANDS_2450	5.83	5.968	7.0
A2A_LIGANDS_2511	7.7	6.424	7.0
A2A_LIGANDS_1589	4.62	5.212	7.0
A2A_LIGANDS_2267	8.43	9.334	7.0
A2A_LIGANDS_3696	5.49	6.656	7.0
A2A_LIGANDS_3184	8.29	8.628	7.0
A2A_LIGANDS_3296	7.09	6.685	7.0
A2A_LIGANDS_3419	6.45	6.666	7.0
A2A_LIGANDS_1038	6.01	6.613	7.0
A2A_LIGANDS_2182	8.0	7.638	7.0
A2A_LIGANDS_418	6.81	7.21	7.0
A2A_LIGANDS_391	8.4	8.196	7.0
A2A_LIGANDS_1495	7.39	7.741	7.0
A2A_LIGANDS_1180	9.61	9.11	7.0
A2A_LIGANDS_161	8.7	8.746	7.0
A2A_LIGANDS_702	6.48	6.52	7.0
A2A_LIGANDS_1082	5.48	6.992	7.0
A2A_LIGANDS_3385	9.575	9.187	7.0
A2A_LIGANDS_1515	7.33	7.024	7.0
A2A_LIGANDS_1017	6.44	6.316	8.0
A2A_LIGANDS_2453	4.89	4.96	8.0
A2A_LIGANDS_3509	6.85	6.448	8.0
A2A_LIGANDS_1044	6.41	6.052	8.0
A2A_LIGANDS_976	5.8	5.41	8.0
A2A_LIGANDS_1672	6.33	6.84	8.0
A2A_LIGANDS_2534	9.1	8.072	8.0
A2A_LIGANDS_2583	8.22	7.06	8.0
A2A_LIGANDS_839	8.165	6.74	8.0
A2A_LIGANDS_3967	5.65	6.782	8.0
A2A_LIGANDS_3795	9.37	7.74	8.0
A2A_LIGANDS_1421	7.41	6.72	8.0
A2A_LIGANDS_175	6.7	5.942	8.0
A2A_LIGANDS_3745	6.51	6.842	8.0
A2A_LIGANDS_3622	5.3	5.29	8.0
A2A_LIGANDS_759	7.62	7.0	8.0
A2A_LIGANDS_376	5.02	6.616	8.0
A2A_LIGANDS_1235	4.95	4.96	8.0
A2A_LIGANDS_700	4.58	4.942	8.0
A2A_LIGANDS_505	5.29	5.098	8.0
A2A_LIGANDS_2702	7.3	6.822	8.0
A2A_LIGANDS_543	6.2	5.752	8.0
A2A_LIGANDS_1476	6.48	6.684	8.0
A2A_LIGANDS_1553	5.16	6.456	8.0
A2A_LIGANDS_3930	10.42	9.016	8.0
A2A_LIGANDS_679	8.52	7.652	8.0
A2A_LIGANDS_610	7.32	6.902	8.0
A2A_LIGANDS_1717	7.04	6.838	8.0
A2A_LIGANDS_3309	9.15	7.39	8.0
A2A_LIGANDS_370	7.58	7.202	8.0
A2A_LIGANDS_1338	8.74	8.366	8.0
A2A_LIGANDS_3422	6.72	6.908	8.0
A2A_LIGANDS_1391	5.94	5.818	8.0
A2A_LIGANDS_2420	7.31	7.608	8.0
A2A_LIGANDS_1132	5.57	5.44	8.0
A2A_LIGANDS_210	8.09	7.636	8.0
A2A_LIGANDS_1557	5.43	5.558	8.0
A2A_LIGANDS_1344	7.03	6.918	8.0
A2A_LIGANDS_135	6.3	6.14	8.0
A2A_LIGANDS_1392	5.89	6.32	8.0
A2A_LIGANDS_3831	8.24	6.588	8.0
A2A_LIGANDS_2858	5.85	5.962	8.0
A2A_LIGANDS_2069	5.54	6.758	8.0
A2A_LIGANDS_1456	9.6	8.504	8.0
A2A_LIGANDS_2295	6.42	6.558	8.0
A2A_LIGANDS_2894	5.62	5.938	8.0
A2A_LIGANDS_3129	4.23	4.422	8.0
A2A_LIGANDS_1937	7.72	7.892	8.0
A2A_LIGANDS_2390	7.486	7.379	8.0
A2A_LIGANDS_962	8.17	7.602	8.0
A2A_LIGANDS_2591	10.17	9.01	8.0
A2A_LIGANDS_2587	6.96	7.202	8.0
A2A_LIGANDS_1575	6.34	6.86	8.0
A2A_LIGANDS_2694	6.32	7.365	8.0
A2A_LIGANDS_3569	7.28	7.352	8.0
A2A_LIGANDS_2815	7.0	6.766	8.0
A2A_LIGANDS_1694	7.31	6.65	8.0
A2A_LIGANDS_2952	4.84	6.648	8.0
A2A_LIGANDS_1876	8.51	7.862	8.0
A2A_LIGANDS_2063	5.75	5.22	8.0
A2A_LIGANDS_3428	6.74	5.942	8.0
A2A_LIGANDS_900	4.79	4.898	8.0
A2A_LIGANDS_741	6.73	6.614	8.0
A2A_LIGANDS_3154	5.29	6.506	8.0
A2A_LIGANDS_1666	6.72	5.786	8.0
A2A_LIGANDS_3586	7.64	7.362	8.0
A2A_LIGANDS_3100	8.52	8.672	8.0
A2A_LIGANDS_3011	6.25	6.988	8.0
A2A_LIGANDS_3257	6.42	7.056	8.0
A2A_LIGANDS_1864	5.57	5.816	8.0
A2A_LIGANDS_2254	6.64	6.284	8.0
A2A_LIGANDS_1902	5.22	6.29	8.0
A2A_LIGANDS_1048	5.42	5.882	8.0
A2A_LIGANDS_1850	6.597	6.362	8.0
A2A_LIGANDS_2810	7.41	7.41	8.0
A2A_LIGANDS_930	6.01	7.284	8.0
A2A_LIGANDS_2440	6.44	6.66	8.0
A2A_LIGANDS_2588	5.98	5.953	8.0
A2A_LIGANDS_748	6.05	5.618	8.0
A2A_LIGANDS_3039	8.74	8.339	8.0
A2A_LIGANDS_1565	5.76	6.698	8.0
A2A_LIGANDS_1423	6.98	7.112	8.0
A2A_LIGANDS_2840	4.44	6.438	8.0
A2A_LIGANDS_632	5.5	5.566	8.0
A2A_LIGANDS_2148	8.72	9.188	8.0
A2A_LIGANDS_353	8.19	7.162	8.0
A2A_LIGANDS_1232	7.06	8.14	8.0
A2A_LIGANDS_3902	8.11	8.218	8.0
A2A_LIGANDS_4025	7.32	7.284	8.0
A2A_LIGANDS_1714	8.64	7.246	8.0
A2A_LIGANDS_2396	5.94	5.962	8.0
A2A_LIGANDS_3618	6.79	6.66	8.0
A2A_LIGANDS_2398	7.8	7.166	8.0
