QSPRID	pchembl_value_Median_class_Label	pchembl_value_Median_class_Prediction	pchembl_value_Median_class_ProbabilityClass_0	pchembl_value_Median_class_ProbabilityClass_1	Fold
QSPRID_1948	False	1	0.289	0.711	0.0
QSPRID_1949	False	0	0.579	0.421	0.0
QSPRID_1949	False	0	0.566	0.434	1.0
QSPRID_1951	True	1	0.303	0.697	0.0
QSPRID_1952	False	1	0.303	0.697	0.0
QSPRID_1952	False	0	0.5	0.5	1.0
QSPRID_1955	True	1	0.421	0.579	0.0
QSPRID_1955	True	1	0.368	0.632	1.0
QSPRID_1956	True	1	0.289	0.711	0.0
QSPRID_1957	True	0	0.632	0.368	0.0
QSPRID_1958	True	1	0.316	0.684	0.0
QSPRID_1958	True	1	0.421	0.579	1.0
QSPRID_1959	False	0	0.671	0.329	0.0
QSPRID_1963	False	1	0.355	0.645	0.0
QSPRID_1965	True	1	0.368	0.632	1.0
QSPRID_1965	True	1	0.382	0.618	0.0
QSPRID_1966	True	1	0.368	0.632	0.0
QSPRID_1966	True	1	0.474	0.526	1.0
QSPRID_1968	True	1	0.237	0.763	0.0
QSPRID_1969	True	0	0.513	0.487	0.0
QSPRID_1970	True	1	0.421	0.579	0.0
QSPRID_1970	True	1	0.434	0.566	1.0
QSPRID_1971	True	1	0.408	0.592	0.0
QSPRID_1972	True	1	0.395	0.605	1.0
QSPRID_1972	True	1	0.197	0.803	0.0
QSPRID_1973	True	1	0.158	0.842	0.0
QSPRID_1974	True	1	0.211	0.789	0.0
QSPRID_1975	True	1	0.447	0.553	0.0
QSPRID_1975	True	1	0.447	0.553	1.0
QSPRID_1976	True	1	0.487	0.513	0.0
QSPRID_1976	True	1	0.145	0.855	1.0
QSPRID_1977	True	1	0.25	0.75	0.0
QSPRID_1978	True	0	0.605	0.395	1.0
QSPRID_1978	True	0	0.684	0.316	0.0
QSPRID_1979	True	1	0.382	0.618	0.0
QSPRID_1980	False	1	0.447	0.553	0.0
QSPRID_1981	False	1	0.447	0.553	0.0
QSPRID_1982	True	1	0.132	0.868	1.0
QSPRID_1982	True	1	0.237	0.763	0.0
QSPRID_1983	True	1	0.184	0.816	1.0
QSPRID_1983	True	1	0.355	0.645	0.0
QSPRID_1984	True	1	0.237	0.763	0.0
QSPRID_1985	True	1	0.197	0.803	0.0
QSPRID_1986	False	1	0.434	0.566	0.0
QSPRID_1987	True	1	0.421	0.579	0.0
QSPRID_1988	True	1	0.355	0.645	1.0
QSPRID_1988	True	1	0.263	0.737	0.0
QSPRID_1989	False	1	0.395	0.605	0.0
QSPRID_1990	True	1	0.184	0.816	0.0
QSPRID_1993	True	1	0.145	0.855	0.0
QSPRID_1993	True	1	0.171	0.829	1.0
QSPRID_1994	True	1	0.289	0.711	0.0
QSPRID_1996	True	1	0.303	0.697	0.0
QSPRID_1996	True	1	0.224	0.776	1.0
QSPRID_1997	False	0	0.684	0.316	0.0
QSPRID_1998	False	0	0.566	0.434	0.0
QSPRID_2000	False	1	0.276	0.724	0.0
QSPRID_2001	True	1	0.329	0.671	0.0
QSPRID_2003	False	1	0.368	0.632	0.0
QSPRID_2006	True	0	0.855	0.145	0.0
QSPRID_2006	True	0	0.776	0.224	1.0
QSPRID_2007	True	1	0.368	0.632	0.0
QSPRID_2008	True	1	0.039	0.961	1.0
QSPRID_2008	True	1	0.079	0.921	0.0
QSPRID_2009	False	1	0.25	0.75	0.0
QSPRID_2011	True	1	0.171	0.829	1.0
QSPRID_2011	True	1	0.158	0.842	0.0
QSPRID_2012	False	1	0.421	0.579	0.0
QSPRID_2013	True	0	0.553	0.447	0.0
QSPRID_2015	False	1	0.395	0.605	0.0
QSPRID_2015	False	0	0.579	0.421	1.0
QSPRID_2016	False	0	0.671	0.329	0.0
QSPRID_2017	True	1	0.355	0.645	0.0
QSPRID_2019	True	0	0.5	0.5	1.0
QSPRID_2019	True	1	0.289	0.711	0.0
QSPRID_2020	False	1	0.329	0.671	1.0
QSPRID_2020	False	1	0.395	0.605	0.0
QSPRID_2021	True	1	0.421	0.579	1.0
QSPRID_2021	True	1	0.382	0.618	0.0
QSPRID_2023	False	0	0.5	0.5	0.0
QSPRID_2025	True	1	0.421	0.579	1.0
QSPRID_2025	True	1	0.184	0.816	0.0
QSPRID_2026	True	1	0.461	0.539	1.0
QSPRID_2026	True	1	0.118	0.882	2.0
QSPRID_2026	True	1	0.461	0.539	0.0
QSPRID_2027	False	1	0.447	0.553	0.0
QSPRID_2028	True	1	0.224	0.776	0.0
QSPRID_2029	True	1	0.237	0.763	0.0
QSPRID_2030	False	0	0.987	0.013	0.0
QSPRID_2031	True	1	0.013	0.987	0.0
QSPRID_2032	False	1	0.263	0.737	0.0
QSPRID_2033	False	0	0.803	0.197	0.0
QSPRID_2033	False	0	0.803	0.197	1.0
QSPRID_2035	False	1	0.184	0.816	1.0
QSPRID_2035	False	1	0.421	0.579	0.0
QSPRID_2036	False	0	0.632	0.368	1.0
QSPRID_2036	False	0	0.526	0.474	0.0
QSPRID_2038	False	1	0.382	0.618	0.0
QSPRID_2039	True	1	0.237	0.763	0.0
QSPRID_2039	True	1	0.092	0.908	1.0
QSPRID_2040	False	1	0.237	0.763	0.0
QSPRID_2040	False	1	0.316	0.684	1.0
QSPRID_2041	False	1	0.355	0.645	0.0
QSPRID_2041	False	1	0.447	0.553	1.0
QSPRID_2042	True	1	0.303	0.697	0.0
QSPRID_2042	True	1	0.237	0.763	1.0
QSPRID_2043	True	1	0.026	0.974	0.0
QSPRID_2044	False	1	0.184	0.816	0.0
QSPRID_2045	False	1	0.289	0.711	0.0
QSPRID_2046	True	1	0.487	0.513	0.0
QSPRID_2046	True	0	0.513	0.487	1.0
QSPRID_2047	True	1	0.382	0.618	1.0
QSPRID_2047	True	1	0.303	0.697	0.0
QSPRID_2049	True	0	0.539	0.461	0.0
QSPRID_2050	False	0	0.553	0.447	1.0
QSPRID_2050	False	1	0.329	0.671	0.0
QSPRID_2051	True	1	0.316	0.684	0.0
QSPRID_2052	False	0	0.645	0.355	0.0
QSPRID_2054	True	1	0.395	0.605	1.0
QSPRID_2054	True	1	0.395	0.605	0.0
QSPRID_2055	True	1	0.237	0.763	0.0
QSPRID_2056	True	1	0.382	0.618	0.0
QSPRID_2057	True	1	0.118	0.882	0.0
QSPRID_2058	True	1	0.145	0.855	1.0
QSPRID_2058	True	1	0.289	0.711	0.0
QSPRID_2060	False	1	0.224	0.776	0.0
QSPRID_2061	False	0	0.539	0.461	1.0
QSPRID_2061	False	1	0.316	0.684	0.0
QSPRID_2062	True	1	0.355	0.645	0.0
QSPRID_2063	False	1	0.434	0.566	0.0
QSPRID_2064	True	0	0.579	0.421	0.0
QSPRID_2065	True	1	0.368	0.632	0.0
QSPRID_2067	True	1	0.447	0.553	1.0
QSPRID_2067	True	1	0.25	0.75	0.0
QSPRID_2068	True	1	0.0	1.0	1.0
QSPRID_2068	True	1	0.382	0.618	0.0
QSPRID_2069	False	1	0.382	0.618	0.0
QSPRID_2069	False	0	0.513	0.487	1.0
QSPRID_2070	True	1	0.382	0.618	1.0
QSPRID_2070	True	1	0.316	0.684	0.0
QSPRID_2071	False	0	0.5	0.5	1.0
QSPRID_2071	False	1	0.355	0.645	0.0
QSPRID_2072	True	1	0.382	0.618	0.0
QSPRID_2072	True	0	0.658	0.342	1.0
QSPRID_2073	False	0	0.645	0.355	1.0
QSPRID_2073	False	1	0.355	0.645	0.0
QSPRID_2074	True	1	0.329	0.671	0.0
QSPRID_2075	True	1	0.289	0.711	0.0
QSPRID_2076	True	1	0.132	0.868	0.0
QSPRID_2078	True	1	0.158	0.842	0.0
QSPRID_2079	True	0	0.553	0.447	1.0
QSPRID_2079	True	1	0.329	0.671	0.0
QSPRID_2081	True	1	0.382	0.618	0.0
QSPRID_2081	True	1	0.224	0.776	1.0
QSPRID_2082	True	1	0.145	0.855	0.0
QSPRID_2083	True	1	0.224	0.776	1.0
QSPRID_2083	True	0	0.513	0.487	0.0
QSPRID_2084	True	1	0.197	0.803	1.0
QSPRID_2084	True	1	0.224	0.776	0.0
QSPRID_2085	True	0	0.684	0.316	0.0
QSPRID_2086	False	1	0.342	0.658	0.0
QSPRID_2087	True	1	0.434	0.566	0.0
QSPRID_2088	False	0	0.592	0.408	0.0
QSPRID_2089	True	0	0.645	0.355	1.0
QSPRID_2089	True	1	0.342	0.658	0.0
QSPRID_2094	True	1	0.263	0.737	1.0
QSPRID_2094	True	1	0.355	0.645	0.0
QSPRID_2098	True	1	0.053	0.947	0.0
QSPRID_2100	True	0	0.526	0.474	0.0
QSPRID_2101	False	0	0.737	0.263	0.0
QSPRID_2101	False	0	0.842	0.158	1.0
QSPRID_2102	True	1	0.158	0.842	0.0
QSPRID_2103	False	1	0.303	0.697	0.0
QSPRID_2105	True	0	0.618	0.382	1.0
QSPRID_2105	True	1	0.421	0.579	0.0
QSPRID_2106	True	1	0.171	0.829	0.0
QSPRID_2106	True	1	0.079	0.921	1.0
QSPRID_2107	False	0	0.579	0.421	0.0
QSPRID_2107	False	0	0.947	0.053	1.0
QSPRID_2108	False	1	0.25	0.75	0.0
QSPRID_2108	False	0	0.618	0.382	1.0
QSPRID_2109	True	1	0.211	0.789	0.0
QSPRID_2109	True	1	0.25	0.75	1.0
QSPRID_2111	True	1	0.461	0.539	0.0
QSPRID_2111	True	0	0.684	0.316	1.0
QSPRID_2112	True	0	0.513	0.487	1.0
QSPRID_2112	True	1	0.408	0.592	0.0
QSPRID_2114	True	1	0.039	0.961	1.0
QSPRID_2114	True	1	0.303	0.697	0.0
QSPRID_2116	False	1	0.316	0.684	0.0
QSPRID_2117	False	1	0.395	0.605	0.0
QSPRID_2117	False	0	0.711	0.289	1.0
QSPRID_2118	True	1	0.342	0.658	0.0
QSPRID_2120	True	1	0.447	0.553	1.0
QSPRID_2120	True	1	0.368	0.632	0.0
QSPRID_2122	True	1	0.276	0.724	0.0
QSPRID_2122	True	1	0.395	0.605	1.0
QSPRID_2123	False	1	0.316	0.684	0.0
QSPRID_2125	True	1	0.395	0.605	0.0
QSPRID_2126	True	1	0.276	0.724	0.0
QSPRID_2126	True	1	0.079	0.921	1.0
QSPRID_2128	False	0	0.526	0.474	1.0
QSPRID_2128	False	0	0.671	0.329	0.0
QSPRID_2129	False	1	0.474	0.526	0.0
QSPRID_2129	False	0	0.803	0.197	1.0
QSPRID_2130	True	1	0.447	0.553	0.0
QSPRID_2132	True	1	0.447	0.553	0.0
QSPRID_2133	True	1	0.224	0.776	0.0
QSPRID_2134	True	0	0.5	0.5	1.0
QSPRID_2134	True	0	0.5	0.5	0.0
QSPRID_2135	False	1	0.158	0.842	1.0
QSPRID_2135	False	1	0.316	0.684	0.0
QSPRID_2135	False	1	0.342	0.658	2.0
QSPRID_2136	True	1	0.316	0.684	0.0
QSPRID_2136	True	1	0.079	0.921	1.0
QSPRID_2137	True	1	0.434	0.566	0.0
QSPRID_2137	True	1	0.447	0.553	1.0
QSPRID_2139	False	0	0.592	0.408	0.0
QSPRID_2139	False	1	0.25	0.75	1.0
QSPRID_2140	True	1	0.197	0.803	0.0
QSPRID_2141	True	1	0.316	0.684	0.0
QSPRID_2142	True	1	0.039	0.961	0.0
QSPRID_2143	True	1	0.25	0.75	0.0
QSPRID_2144	False	1	0.474	0.526	0.0
QSPRID_2144	False	1	0.276	0.724	1.0
QSPRID_2145	True	1	0.276	0.724	0.0
QSPRID_2146	True	1	0.224	0.776	1.0
QSPRID_2146	True	1	0.25	0.75	0.0
QSPRID_2147	True	1	0.329	0.671	0.0
QSPRID_2147	True	1	0.303	0.697	1.0
QSPRID_2148	True	1	0.474	0.526	0.0
QSPRID_2149	True	1	0.276	0.724	0.0
QSPRID_2150	True	1	0.368	0.632	0.0
QSPRID_2151	False	1	0.211	0.789	0.0
QSPRID_2152	True	0	0.632	0.368	1.0
QSPRID_2152	True	1	0.421	0.579	0.0
QSPRID_2155	True	1	0.092	0.908	0.0
QSPRID_2156	True	1	0.066	0.934	1.0
QSPRID_2156	True	1	0.382	0.618	0.0
QSPRID_2157	True	1	0.395	0.605	0.0
QSPRID_2158	True	1	0.421	0.579	0.0
QSPRID_2160	True	1	0.421	0.579	0.0
QSPRID_2160	True	1	0.395	0.605	1.0
QSPRID_2161	False	0	0.553	0.447	0.0
QSPRID_2162	True	1	0.408	0.592	0.0
QSPRID_2162	True	1	0.382	0.618	1.0
QSPRID_2163	False	0	0.763	0.237	1.0
QSPRID_2163	False	0	0.618	0.382	0.0
QSPRID_2165	True	1	0.237	0.763	0.0
QSPRID_2165	True	0	0.592	0.408	1.0
QSPRID_2167	True	1	0.184	0.816	0.0
QSPRID_2167	True	1	0.066	0.934	1.0
QSPRID_2169	True	1	0.368	0.632	0.0
QSPRID_2170	False	1	0.329	0.671	0.0
QSPRID_2171	True	1	0.079	0.921	0.0
QSPRID_2172	False	1	0.408	0.592	0.0
QSPRID_2172	False	1	0.132	0.868	1.0
QSPRID_2173	False	1	0.289	0.711	0.0
QSPRID_2175	False	1	0.289	0.711	0.0
QSPRID_2176	True	1	0.355	0.645	0.0
QSPRID_2181	True	1	0.408	0.592	0.0
QSPRID_2181	True	1	0.461	0.539	1.0
QSPRID_2182	True	0	0.539	0.461	0.0
QSPRID_2182	True	0	0.671	0.329	1.0
QSPRID_2183	True	0	0.579	0.421	0.0
QSPRID_2183	True	1	0.066	0.934	1.0
QSPRID_2187	True	0	0.632	0.368	0.0
QSPRID_2188	True	1	0.382	0.618	1.0
QSPRID_2188	True	1	0.263	0.737	0.0
QSPRID_2189	True	1	0.145	0.855	1.0
QSPRID_2189	True	1	0.224	0.776	0.0
QSPRID_2190	True	1	0.303	0.697	0.0
QSPRID_2190	True	1	0.158	0.842	1.0
QSPRID_2191	False	1	0.158	0.842	0.0
QSPRID_2191	False	0	0.592	0.408	1.0
QSPRID_2192	True	1	0.395	0.605	0.0
QSPRID_2192	True	1	0.342	0.658	1.0
QSPRID_2193	True	1	0.039	0.961	0.0
QSPRID_2193	True	1	0.013	0.987	1.0
QSPRID_2195	True	1	0.316	0.684	0.0
QSPRID_2196	True	1	0.105	0.895	1.0
QSPRID_2196	True	1	0.224	0.776	0.0
QSPRID_2197	False	1	0.487	0.513	0.0
QSPRID_2197	False	0	0.829	0.171	1.0
QSPRID_2198	False	1	0.434	0.566	0.0
QSPRID_2198	False	0	0.829	0.171	1.0
QSPRID_2199	True	1	0.447	0.553	0.0
QSPRID_2199	True	0	0.566	0.434	1.0
QSPRID_2200	False	1	0.461	0.539	0.0
QSPRID_2201	True	0	0.5	0.5	0.0
QSPRID_2203	False	1	0.25	0.75	0.0
QSPRID_2203	False	1	0.316	0.684	1.0
QSPRID_2204	True	1	0.105	0.895	1.0
QSPRID_2204	True	1	0.289	0.711	0.0
QSPRID_2205	False	0	0.671	0.329	1.0
QSPRID_2205	False	1	0.368	0.632	0.0
QSPRID_2206	False	1	0.039	0.961	1.0
QSPRID_2206	False	1	0.342	0.658	0.0
QSPRID_2207	False	0	0.789	0.211	0.0
QSPRID_2209	False	1	0.421	0.579	0.0
QSPRID_2209	False	1	0.053	0.947	1.0
QSPRID_2212	True	1	0.171	0.829	0.0
QSPRID_2213	True	1	0.382	0.618	0.0
QSPRID_2214	True	1	0.263	0.737	0.0
QSPRID_2216	False	1	0.368	0.632	1.0
QSPRID_2216	False	1	0.303	0.697	0.0
QSPRID_2217	True	1	0.118	0.882	0.0
QSPRID_2219	True	0	0.513	0.487	0.0
QSPRID_2220	True	1	0.237	0.763	0.0
QSPRID_2220	True	1	0.197	0.803	1.0
QSPRID_2221	True	1	0.316	0.684	0.0
QSPRID_2224	False	1	0.461	0.539	0.0
QSPRID_2226	True	1	0.408	0.592	0.0
QSPRID_2227	False	0	0.592	0.408	1.0
QSPRID_2227	False	1	0.368	0.632	0.0
QSPRID_2228	True	1	0.342	0.658	0.0
QSPRID_2230	False	0	0.658	0.342	0.0
QSPRID_2231	False	1	0.158	0.842	1.0
QSPRID_2231	False	1	0.355	0.645	0.0
QSPRID_2234	True	0	0.526	0.474	1.0
QSPRID_2234	True	1	0.263	0.737	0.0
QSPRID_2235	True	1	0.039	0.961	1.0
QSPRID_2235	True	1	0.395	0.605	0.0
QSPRID_2236	False	0	0.605	0.395	0.0
QSPRID_2237	True	1	0.342	0.658	0.0
QSPRID_2238	False	1	0.395	0.605	0.0
QSPRID_2239	False	1	0.316	0.684	0.0
QSPRID_2240	False	1	0.474	0.526	1.0
QSPRID_2240	False	1	0.276	0.724	0.0
QSPRID_2241	False	0	0.684	0.316	0.0
QSPRID_2242	False	0	0.684	0.316	0.0
QSPRID_2243	True	1	0.237	0.763	1.0
QSPRID_2243	True	1	0.211	0.789	0.0
QSPRID_2244	False	1	0.461	0.539	0.0
QSPRID_2247	False	1	0.487	0.513	0.0
QSPRID_2248	False	1	0.368	0.632	0.0
QSPRID_2248	False	1	0.197	0.803	1.0
QSPRID_2250	True	0	0.553	0.447	0.0
QSPRID_2253	True	1	0.303	0.697	1.0
QSPRID_2253	True	1	0.395	0.605	0.0
QSPRID_2254	True	1	0.408	0.592	0.0
QSPRID_2254	True	1	0.105	0.895	1.0
QSPRID_2255	True	1	0.355	0.645	0.0
QSPRID_2256	True	1	0.382	0.618	0.0
QSPRID_2257	True	1	0.303	0.697	0.0
QSPRID_2262	True	1	0.329	0.671	0.0
QSPRID_2263	False	0	0.724	0.276	1.0
QSPRID_2263	False	1	0.368	0.632	0.0
QSPRID_2264	True	1	0.197	0.803	1.0
QSPRID_2264	True	1	0.263	0.737	0.0
QSPRID_2265	True	0	0.539	0.461	0.0
QSPRID_2266	True	1	0.197	0.803	0.0
QSPRID_2267	True	1	0.289	0.711	0.0
QSPRID_2268	False	1	0.303	0.697	0.0
QSPRID_2269	True	1	0.303	0.697	0.0
QSPRID_2269	True	1	0.368	0.632	1.0
QSPRID_2270	True	1	0.132	0.868	1.0
QSPRID_2270	True	1	0.237	0.763	0.0
QSPRID_2271	False	1	0.461	0.539	0.0
QSPRID_2271	False	0	0.816	0.184	1.0
QSPRID_2272	False	1	0.342	0.658	0.0
QSPRID_2273	False	0	0.803	0.197	1.0
QSPRID_2273	False	0	0.526	0.474	0.0
QSPRID_2274	False	0	0.75	0.25	0.0
QSPRID_2274	False	0	0.75	0.25	1.0
QSPRID_2275	True	0	0.658	0.342	0.0
QSPRID_2275	True	1	0.434	0.566	1.0
QSPRID_2276	True	1	0.434	0.566	0.0
QSPRID_2277	True	0	0.592	0.408	0.0
QSPRID_2278	True	1	0.342	0.658	0.0
QSPRID_2279	False	1	0.408	0.592	0.0
QSPRID_2279	False	0	0.605	0.395	1.0
QSPRID_2280	False	1	0.289	0.711	0.0
QSPRID_2282	False	1	0.395	0.605	0.0
QSPRID_2282	False	1	0.276	0.724	1.0
QSPRID_2284	False	0	0.592	0.408	0.0
QSPRID_2285	True	1	0.0	1.0	1.0
QSPRID_2285	True	1	0.039	0.961	0.0
QSPRID_2286	False	1	0.461	0.539	0.0
QSPRID_2286	False	1	0.237	0.763	1.0
QSPRID_2290	True	1	0.329	0.671	0.0
QSPRID_2291	True	0	0.632	0.368	0.0
QSPRID_2291	True	0	0.684	0.316	1.0
QSPRID_2292	True	1	0.289	0.711	0.0
QSPRID_2293	False	1	0.461	0.539	0.0
QSPRID_2293	False	1	0.158	0.842	1.0
QSPRID_2294	True	1	0.355	0.645	0.0
QSPRID_2295	False	0	0.711	0.289	0.0
QSPRID_2296	False	1	0.408	0.592	0.0
QSPRID_2296	False	1	0.408	0.592	1.0
QSPRID_2297	True	1	0.355	0.645	0.0
QSPRID_2298	False	0	0.618	0.382	0.0
QSPRID_2299	True	1	0.013	0.987	0.0
QSPRID_2300	True	1	0.224	0.776	0.0
QSPRID_2301	True	1	0.342	0.658	0.0
QSPRID_2302	False	0	0.579	0.421	1.0
QSPRID_2302	False	0	0.579	0.421	0.0
QSPRID_2303	False	0	0.605	0.395	0.0
QSPRID_2304	False	0	0.539	0.461	0.0
QSPRID_2305	False	1	0.329	0.671	0.0
QSPRID_2305	False	1	0.434	0.566	1.0
QSPRID_2306	True	0	0.671	0.329	1.0
QSPRID_2306	True	1	0.474	0.526	0.0
QSPRID_2307	True	1	0.105	0.895	0.0
QSPRID_2308	True	1	0.355	0.645	1.0
QSPRID_2308	True	1	0.263	0.737	0.0
QSPRID_2309	False	0	0.513	0.487	0.0
QSPRID_2310	True	0	0.671	0.329	0.0
QSPRID_2312	False	1	0.355	0.645	0.0
QSPRID_2313	True	0	0.539	0.461	0.0
QSPRID_2314	True	1	0.461	0.539	1.0
QSPRID_2314	True	0	0.513	0.487	0.0
QSPRID_2315	False	1	0.342	0.658	0.0
QSPRID_2317	True	1	0.421	0.579	0.0
QSPRID_2318	True	1	0.421	0.579	1.0
QSPRID_2318	True	1	0.487	0.513	0.0
QSPRID_2319	False	1	0.355	0.645	0.0
QSPRID_2319	False	0	0.829	0.171	1.0
QSPRID_2320	False	1	0.289	0.711	0.0
QSPRID_2322	True	1	0.145	0.855	0.0
QSPRID_2324	True	0	0.658	0.342	1.0
QSPRID_2324	True	0	0.592	0.408	0.0
QSPRID_2325	True	1	0.105	0.895	1.0
QSPRID_2325	True	1	0.434	0.566	0.0
QSPRID_2326	False	1	0.474	0.526	0.0
QSPRID_2327	True	0	0.605	0.395	1.0
QSPRID_2327	True	1	0.329	0.671	0.0
QSPRID_2328	False	1	0.237	0.763	1.0
QSPRID_2328	False	1	0.342	0.658	0.0
QSPRID_2329	True	1	0.066	0.934	0.0
QSPRID_2330	False	0	0.553	0.447	1.0
QSPRID_2330	False	1	0.211	0.789	0.0
QSPRID_2331	True	1	0.303	0.697	0.0
QSPRID_2332	False	0	0.566	0.434	0.0
QSPRID_2333	True	1	0.263	0.737	0.0
QSPRID_2333	True	1	0.105	0.895	1.0
QSPRID_2334	False	0	0.566	0.434	0.0
QSPRID_2334	False	0	0.882	0.118	1.0
QSPRID_2336	True	1	0.329	0.671	0.0
QSPRID_2336	True	0	0.5	0.5	1.0
QSPRID_2337	False	0	0.592	0.408	0.0
QSPRID_2337	False	0	0.684	0.316	1.0
QSPRID_2339	False	1	0.487	0.513	0.0
QSPRID_2339	False	1	0.289	0.711	1.0
QSPRID_2340	False	1	0.355	0.645	0.0
QSPRID_2343	False	0	0.789	0.211	0.0
QSPRID_2346	True	1	0.461	0.539	1.0
QSPRID_2346	True	1	0.276	0.724	0.0
QSPRID_2347	False	0	0.789	0.211	1.0
QSPRID_2347	False	0	0.658	0.342	0.0
QSPRID_2348	False	1	0.289	0.711	0.0
QSPRID_2348	False	0	0.566	0.434	1.0
QSPRID_2349	False	1	0.408	0.592	1.0
QSPRID_2349	False	1	0.329	0.671	0.0
QSPRID_2350	False	0	0.645	0.355	0.0
QSPRID_2352	False	1	0.487	0.513	1.0
QSPRID_2352	False	0	0.513	0.487	0.0
QSPRID_2354	True	1	0.224	0.776	0.0
QSPRID_2356	True	0	0.724	0.276	1.0
QSPRID_2356	True	0	0.645	0.355	0.0
QSPRID_2358	False	1	0.25	0.75	0.0
QSPRID_2359	True	1	0.434	0.566	0.0
QSPRID_2360	False	1	0.342	0.658	0.0
QSPRID_2361	True	1	0.039	0.961	0.0
QSPRID_2362	False	0	0.684	0.316	0.0
QSPRID_2363	False	1	0.184	0.816	0.0
QSPRID_2363	False	1	0.197	0.803	1.0
QSPRID_2364	True	1	0.237	0.763	0.0
QSPRID_2364	True	1	0.368	0.632	1.0
QSPRID_2365	False	0	0.776	0.224	1.0
QSPRID_2365	False	1	0.395	0.605	0.0
QSPRID_2366	True	1	0.289	0.711	0.0
QSPRID_2366	True	1	0.026	0.974	1.0
QSPRID_2367	True	0	0.618	0.382	0.0
QSPRID_2368	True	0	0.526	0.474	0.0
QSPRID_2369	True	1	0.447	0.553	0.0
QSPRID_2369	True	1	0.395	0.605	1.0
QSPRID_2370	True	1	0.171	0.829	1.0
QSPRID_2370	True	1	0.224	0.776	0.0
QSPRID_2371	True	1	0.342	0.658	0.0
QSPRID_2372	False	0	0.658	0.342	1.0
QSPRID_2372	False	0	0.605	0.395	0.0
QSPRID_2373	False	1	0.25	0.75	0.0
QSPRID_2375	True	1	0.237	0.763	0.0
QSPRID_2376	True	1	0.263	0.737	0.0
QSPRID_2381	True	0	0.645	0.355	0.0
QSPRID_2381	True	1	0.382	0.618	1.0
QSPRID_2382	False	0	0.658	0.342	0.0
QSPRID_2383	False	1	0.316	0.684	0.0
QSPRID_2385	False	1	0.079	0.921	1.0
QSPRID_2385	False	1	0.211	0.789	0.0
QSPRID_2386	False	0	0.842	0.158	1.0
QSPRID_2386	False	0	0.553	0.447	0.0
QSPRID_2388	True	1	0.289	0.711	0.0
QSPRID_2392	False	0	0.816	0.184	1.0
QSPRID_2392	False	1	0.342	0.658	0.0
QSPRID_2393	False	0	0.5	0.5	0.0
QSPRID_2394	False	1	0.145	0.855	0.0
QSPRID_2394	False	0	0.618	0.382	1.0
QSPRID_2395	False	1	0.276	0.724	0.0
QSPRID_2396	False	0	0.724	0.276	1.0
QSPRID_2396	False	1	0.368	0.632	0.0
QSPRID_2397	True	1	0.263	0.737	0.0
QSPRID_2397	True	1	0.487	0.513	1.0
QSPRID_2398	True	1	0.408	0.592	0.0
QSPRID_2399	True	0	0.5	0.5	1.0
QSPRID_2399	True	1	0.329	0.671	0.0
QSPRID_2400	True	1	0.118	0.882	0.0
QSPRID_2400	True	1	0.263	0.737	1.0
QSPRID_2402	False	0	0.632	0.368	1.0
QSPRID_2402	False	1	0.395	0.605	0.0
QSPRID_2403	True	1	0.474	0.526	0.0
QSPRID_2403	True	1	0.276	0.724	1.0
QSPRID_2405	False	0	0.566	0.434	1.0
QSPRID_2405	False	1	0.382	0.618	0.0
QSPRID_2406	False	1	0.211	0.789	0.0
QSPRID_2406	False	1	0.224	0.776	1.0
QSPRID_2407	True	1	0.237	0.763	0.0
QSPRID_2409	False	1	0.487	0.513	0.0
QSPRID_2410	False	1	0.474	0.526	0.0
QSPRID_2413	False	1	0.171	0.829	0.0
QSPRID_2416	True	1	0.039	0.961	1.0
QSPRID_2416	True	1	0.368	0.632	0.0
QSPRID_2418	True	1	0.224	0.776	1.0
QSPRID_2418	True	1	0.368	0.632	0.0
QSPRID_2419	True	0	0.605	0.395	1.0
QSPRID_2419	True	1	0.303	0.697	0.0
QSPRID_2420	True	1	0.368	0.632	0.0
QSPRID_2421	True	1	0.0	1.0	1.0
QSPRID_2421	True	1	0.039	0.961	0.0
QSPRID_2422	True	1	0.237	0.763	0.0
QSPRID_2423	True	0	0.5	0.5	0.0
QSPRID_2424	False	0	0.553	0.447	0.0
QSPRID_2426	False	1	0.474	0.526	0.0
QSPRID_2427	True	1	0.276	0.724	0.0
QSPRID_2427	True	1	0.447	0.553	1.0
QSPRID_2428	False	1	0.395	0.605	0.0
QSPRID_2429	False	0	0.526	0.474	1.0
QSPRID_2429	False	1	0.197	0.803	0.0
QSPRID_2432	True	0	0.566	0.434	0.0
QSPRID_2432	True	1	0.447	0.553	1.0
QSPRID_2433	True	1	0.145	0.855	0.0
QSPRID_2434	True	1	0.079	0.921	0.0
QSPRID_2435	True	0	0.526	0.474	0.0
QSPRID_2435	True	1	0.184	0.816	2.0
QSPRID_2435	True	0	0.513	0.487	1.0
QSPRID_2437	True	1	0.395	0.605	0.0
QSPRID_2438	False	1	0.276	0.724	0.0
QSPRID_2439	False	1	0.368	0.632	0.0
QSPRID_2440	False	1	0.421	0.579	1.0
QSPRID_2440	False	1	0.342	0.658	0.0
QSPRID_2442	False	1	0.355	0.645	0.0
QSPRID_2443	False	1	0.382	0.618	0.0
QSPRID_2443	False	0	0.513	0.487	1.0
QSPRID_2444	True	0	0.605	0.395	0.0
QSPRID_2445	True	1	0.026	0.974	0.0
